nom;taille;temps;comparaison;echange;couleur
Tri pair impair;148;0.001158999977633357;10143;5811;#EE99AA
Tri pair impair;148;0.0010574000189080834;10143;5739;#EE99AA
Tri pair impair;148;0.0009979999740608037;9702;5650;#EE99AA
Tri pair impair;149;0.0010482000070624053;10508;5413;#EE99AA
Tri pair impair;149;0.0010781000019051135;10508;5493;#EE99AA
Tri pair impair;149;0.0011208999785594642;11100;5581;#EE99AA
Tri pair impair;150;0.0011452999897301197;11026;6010;#EE99AA
Tri pair impair;150;0.0011185999610461295;10877;5426;#EE99AA
Tri pair impair;150;0.0010870000114664435;10728;5699;#EE99AA
Tri pair impair;151;0.0011573999654501677;10650;5443;#EE99AA
